Continent,Country,State,Address,ZipCode,ProductName,ProductCategory,ProductSubcategory,OrderDate,DeliveryDate,Cost,UnitPrice,Quantity,FirstName,LastName,Email,Phone,StoreName
Asia,Japan,State2,8988 Anthony Plains,42464,Mobile - We,Electronics,Mobile,2025-02-20,2025-02-27,2676.13,434.27,10,Linda,Rice,matthewgordon@mueller-soto.com,024.104.1507x49316,Rowland-Carter
North America,Canada,State2,55661 Deborah Brook,92858,Shirt - Hundred,Clothing,Shirt,2025-01-06,2025-01-10,1930.12,351.02,8,Joshua,Alvarado,williamsmonica@yahoo.com,840-892-2706x99064,"Lambert, Patterson and Becker"
Asia,India,Telangana,363 Richard Oval,18864,Shirt - Policy,Clothing,Shirt,2025-04-30,2025-05-02,1695.56,365.72,6,Monica,Torres,washingtonalexandria@gmail.com,514.244.9663,"Allen, Kim and Bailey"
North America,USA,Texas,98048 Simpson Expressway Suite 140,90603,Couch - Remain,Furniture,Couch,2025-01-14,2025-01-18,50.91,57.06,1,Barbara,Rodriguez,cunninghamwayne@yahoo.com,170.981.6688,Blair LLC
Asia,India,Telangana,9128 Michael Courts Suite 454,54090,Jacket - Board,Clothing,Jacket,2025-03-28,2025-04-04,1434.62,222.57,10,Paul,Hernandez,danielcline@gmail.com,(127)698-7622x95794,Hall Ltd
North America,Canada,State1,73315 Davis Manors Apt. 426,11312,Mobile - Middle,Electronics,Mobile,2025-04-19,2025-04-24,1407.97,249.43,7,Joseph,Odonnell,amiller@yahoo.com,4415264458,Johnson-Brown
Asia,Japan,State2,1913 Grant Glens Suite 620,79529,Jacket - Sister,Clothing,Jacket,2025-02-25,2025-02-28,2759.29,433.8,8,Jaime,Kelley,zwright@fitzgerald-edwards.com,607.414.6440x2613,"Leach, Gutierrez and Carlson"
Europe,UK,State2,83262 Jared Glens Apt. 551,01666,Chair - He,Furniture,Chair,2025-03-16,2025-03-19,75.41,50.49,2,Barbara,Bell,kendra75@richardson.net,+1-084-820-7271x2633,Moore-Gomez
North America,Mexico,State1,326 Moore Gateway,32461,Tablet - Food,Electronics,Tablet,2025-01-13,2025-01-22,1099.42,349.93,5,Eric,Ortiz,bmoon@yahoo.com,695-881-9468x7749,"Beck, Douglas and Lewis"
North America,USA,Texas,67572 Ortiz Green,93472,Couch - Rich,Furniture,Couch,2025-02-28,2025-03-08,913.26,290.0,5,Lisa,Maynard,jerry67@mason.com,(131)779-0534x0388,"Roberts, Lawson and Lee"
Asia,Japan,State1,016 Ramirez Viaduct,01986,Couch - Do,Furniture,Couch,2025-03-15,2025-03-17,1504.57,282.47,7,Eric,Henderson,savagejeffrey@copeland.com,115.439.7815,Garcia LLC
North America,Canada,State1,66086 Joe Light,46797,Jacket - Memory,Clothing,Jacket,2025-04-06,2025-04-16,502.27,379.22,2,Brian,Sanders,pdurham@pacheco.info,+1-922-518-2613,Lamb-Dalton
North America,USA,California,15799 Leblanc Brook Suite 298,08928,Jacket - Green,Clothing,Jacket,2025-01-17,2025-01-21,236.76,281.81,1,Benjamin,Lutz,ivan68@yahoo.com,(508)368-1682x14073,Martinez-Brown
Asia,India,Telangana,3903 Carrie Drives,03930,Shirt - Market,Clothing,Shirt,2025-03-18,2025-03-22,488.66,285.62,2,Robin,Peterson,raymondwilliams@gmail.com,+1-247-485-7988x8921,Fox Group
Asia,India,Telangana,29322 Lambert Extensions Suite 401,39392,Jeans - During,Clothing,Jeans,2025-03-07,2025-03-14,756.31,94.09,9,Brittany,Castaneda,tracy54@davidson.net,(459)478-0079x2463,Perez-Wilson
North America,USA,California,504 Stephens Plains Suite 500,97714,Chair - Instead,Furniture,Chair,2025-06-09,2025-06-19,1221.2,332.99,5,Vincent,Marshall,dennisdarrell@davis.com,001-598-043-3315x69640,"Houston, Allen and Kirby"
North America,Canada,State2,335 Adrian Mews,22308,Jeans - Business,Clothing,Jeans,2025-01-19,2025-01-29,639.39,112.82,9,Valerie,Pacheco,parksjamie@yahoo.com,001-426-633-1614x0823,Edwards Inc
Asia,India,Telangana,99457 Williams Track Apt. 995,04281,Mobile - Book,Electronics,Mobile,2025-01-04,2025-01-10,1496.15,479.14,4,Angela,Harper,skinnerkatherine@gutierrez-alexander.com,+1-526-359-5176x3524,Alvarez Ltd
Asia,Japan,State2,1066 Newton Brooks Apt. 492,25833,Chair - Break,Furniture,Chair,2025-04-04,2025-04-12,379.02,279.43,2,Michael,Griffin,christopher49@gmail.com,(717)532-2799x752,"Landry, Hernandez and Lopez"
North America,USA,Texas,8317 Logan Crescent,12771,Chair - Indeed,Furniture,Chair,2025-02-17,2025-02-23,2118.53,470.7,7,Carl,Martin,moorejacqueline@hotmail.com,546-731-3717x4190,Rose-Acevedo
Asia,India,Karnataka,085 Yang Avenue Apt. 401,85636,Jeans - Rest,Clothing,Jeans,2025-06-09,2025-06-14,1363.93,286.18,6,Tina,Davis,fandrade@yahoo.com,6130112738,Harper-Collins
North America,Mexico,State1,03579 Howard Villages Suite 400,08843,Chair - Do,Furniture,Chair,2025-02-05,2025-02-12,1218.0,195.68,7,Ashley,Wade,melissa60@hotmail.com,824.116.4342x411,"Farley, Welch and Santos"
Asia,India,Maharashtra,48223 Dawn Hill Apt. 116,67506,Tablet - Environment,Electronics,Tablet,2025-07-03,2025-07-06,1316.47,209.32,9,Jose,Brown,burtonmatthew@gmail.com,466.521.7464,Rich-Hopkins
Asia,China,State2,506 Kimberly Rue Suite 113,62865,Chair - Garden,Furniture,Chair,2025-03-15,2025-03-20,52.88,14.83,5,Tina,Hebert,darleneroberts@newton-clarke.com,001-078-907-8695x76018,Garcia Group
Asia,China,State1,544 Torres Parks,32016,Mobile - Such,Electronics,Mobile,2025-07-24,2025-08-03,1256.87,298.53,5,John,Park,wwright@hotmail.com,016.852.5317x5040,Riggs LLC
Asia,Japan,State2,596 Adams Brook,97199,Jacket - Stuff,Clothing,Jacket,2025-03-25,2025-03-31,809.43,142.82,9,Christine,Jackson,jennifer50@bell.com,472.668.0639x92416,Smith-Barr
Asia,India,Maharashtra,627 William Place,96931,Chair - Yard,Furniture,Chair,2025-02-06,2025-02-13,2181.3,280.32,9,Julie,Brown,gilledward@underwood.org,(822)331-2567,Carlson LLC
Europe,France,State1,561 Thompson Mount,92160,Chair - Moment,Furniture,Chair,2025-02-23,2025-03-05,640.63,332.21,3,Darren,Hanna,joshuathompson@erickson.info,742.142.0942,Smith-Vaughn
North America,Mexico,State2,99425 Tiffany Shore Suite 925,30152,Tablet - Already,Electronics,Tablet,2025-06-20,2025-06-27,993.4,342.33,4,Stephanie,Mckee,michael87@franklin-faulkner.org,642.737.9572,"Allen, Olson and Rodriguez"
Europe,Germany,Berlin,92135 Curtis Roads,10154,Table - Doctor,Furniture,Table,2025-07-22,2025-08-01,528.59,145.15,5,John,Clark,alvarezjacob@williams.org,841-232-2232x087,"Sims, Henderson and Becker"
North America,USA,Texas,94391 Timothy Pine Suite 878,27384,Shirt - Stock,Clothing,Shirt,2025-04-07,2025-04-13,2315.8,387.58,7,Timothy,Jackson,colemanstacey@lopez.com,+1-937-151-9317x844,"Goodwin, Tanner and Dalton"
North America,USA,California,381 Jeffrey Fords Suite 049,35442,Shirt - Send,Clothing,Shirt,2025-04-06,2025-04-09,547.66,291.91,3,Randall,Torres,kyle77@gmail.com,5355882348,"Smith, Wallace and Ramirez"
Europe,UK,State2,385 Linda Dale,96073,Laptop - Several,Electronics,Laptop,2025-02-09,2025-02-19,554.63,245.03,3,Renee,Ramirez,suzannerobertson@hotmail.com,(371)564-1533x070,"Martinez, Dixon and Contreras"
North America,Mexico,State1,31191 Terry Cove Suite 530,78484,Chair - I,Furniture,Chair,2025-06-09,2025-06-14,291.83,359.94,1,John,Harris,jonathanbrown@vasquez-jones.info,3793061892,Becker-Snyder
North America,Canada,State1,72162 Cole Square,39635,Jacket - Until,Clothing,Jacket,2025-01-20,2025-01-30,225.89,30.75,10,David,Reynolds,xsanchez@yahoo.com,6529905367,Mitchell LLC
Asia,Japan,State1,095 Dunn Shore,79844,Mobile - Probably,Electronics,Mobile,2025-02-16,2025-02-23,695.43,261.71,3,Andrew,Young,knappamanda@hotmail.com,+1-684-456-5781x744,Johnson Group
Europe,France,State2,55674 Anne Extensions Apt. 167,41914,Laptop - Crime,Electronics,Laptop,2025-01-14,2025-01-17,1854.22,457.88,6,Carolyn,Carlson,middletonandrew@henson.com,058-067-0914x4654,Green-House
North America,USA,Texas,0046 Sweeney Glen,82194,Table - Natural,Furniture,Table,2025-04-10,2025-04-16,469.85,114.4,5,Steven,Rice,jessica87@jackson-sullivan.com,+1-992-466-2576,Cherry Inc
North America,Canada,State1,511 George Coves Suite 525,08349,Couch - As,Furniture,Couch,2025-02-02,2025-02-12,406.41,468.35,1,Angela,Wilson,parkerdaniel@gmail.com,174.164.7763x103,Moreno Ltd
Europe,Germany,Berlin,54616 Knapp Harbors,50272,Tablet - Standard,Electronics,Tablet,2025-03-02,2025-03-11,592.41,156.19,6,Brittney,Campbell,felicia18@lopez.com,724.479.2975,"Wright, Silva and Morales"
Europe,UK,State1,09465 Prince Freeway Apt. 488,65294,Table - Paper,Furniture,Table,2025-02-05,2025-02-07,291.51,221.09,2,Ann,Schneider,timothywade@hotmail.com,649.737.8053x4251,"Villarreal, Sexton and Evans"
North America,Mexico,State1,7676 Benson Locks Apt. 919,16294,Chair - Order,Furniture,Chair,2025-02-08,2025-02-17,68.75,86.26,1,Carolyn,Shannon,iroberson@ray-wong.com,769-708-5675,"Gibson, Henderson and Bradford"
Asia,China,State2,396 Williams Hollow Suite 777,15047,Table - Paper,Furniture,Table,2025-02-15,2025-02-22,2381.85,447.17,7,Joseph,Kelly,dduffy@gmail.com,(015)544-9409x985,Fuller Ltd
Europe,Germany,Berlin,4484 Rogers Junction,93499,Jeans - Low,Clothing,Jeans,2025-05-06,2025-05-10,401.6,183.33,3,Elizabeth,Kennedy,johnmorgan@yahoo.com,(050)953-0727,Wood Ltd
Europe,UK,State1,6958 Brown Stravenue,73288,Mobile - Without,Electronics,Mobile,2025-07-02,2025-07-08,54.84,75.5,1,Bianca,Nelson,bmontoya@ortiz.org,+1-027-644-8294,Rice Ltd
Europe,Germany,Bavaria,65377 Becker Glens Apt. 471,55561,Shirt - Debate,Clothing,Shirt,2025-05-20,2025-05-29,254.67,68.21,5,Victoria,Elliott,priceshirley@perkins-smith.info,(592)501-6915,Brown Group
Europe,UK,State1,0081 Jason Vista,98743,Table - Late,Furniture,Table,2025-07-05,2025-07-15,462.05,74.39,7,Kyle,Mclaughlin,jasontownsend@hall-guerra.biz,001-249-418-0169,"Brown, Weber and Thomas"
Asia,India,Telangana,4031 Amy Plaza Suite 914,57470,Couch - Purpose,Furniture,Couch,2025-05-17,2025-05-19,120.55,35.5,4,Robin,Lawrence,valdezanthony@mckenzie.com,(966)694-2394x383,"Austin, Wilson and Benson"
Europe,UK,State1,88463 Ball Garden Suite 850,96853,Table - Set,Furniture,Table,2025-07-07,2025-07-13,1027.51,248.11,5,John,Velasquez,iwells@mcguire.com,(250)553-2679x9244,Gilmore-Lowe
Asia,Japan,State1,779 Jessica Shores Suite 912,69519,Jacket - Republican,Clothing,Jacket,2025-07-18,2025-07-22,375.02,147.76,4,Tammy,Ramos,yscott@hotmail.com,(910)407-6296x9652,Vazquez and Sons
Europe,UK,State1,80204 Joseph Squares,01543,Jeans - They,Clothing,Jeans,2025-04-20,2025-04-25,2401.97,356.17,8,Steve,Garcia,brookeballard@buchanan.info,2657814963,Manning Group
North America,Mexico,State1,11015 Wood Mills Apt. 137,08042,Tablet - Such,Electronics,Tablet,2025-05-19,2025-05-23,198.91,69.03,4,Heather,Ramsey,mhill@stein.com,(073)021-7373x39701,Johnson-Aguilar
Europe,Germany,Bavaria,2189 Samantha Estate,95655,Chair - Thought,Furniture,Chair,2025-01-03,2025-01-08,619.17,433.53,2,Erica,Green,hjones@cook-mathis.org,(602)514-3580x47118,Guerrero LLC
North America,Canada,State1,53119 Carr Via,82701,Laptop - Seek,Electronics,Laptop,2025-01-13,2025-01-21,233.35,40.06,8,Richard,Rivas,xsullivan@lindsey.com,001-779-660-5485x62575,Frye LLC
Asia,China,State1,69486 Kimberly Trace Suite 541,97327,Table - Across,Furniture,Table,2025-04-17,2025-04-23,1450.7,358.68,6,April,Jimenez,leonkevin@hotmail.com,605-801-9755,White Group
Asia,India,Telangana,865 Jose Street Suite 144,98359,Mobile - Whether,Electronics,Mobile,2025-07-10,2025-07-17,409.91,149.81,4,Derrick,Dudley,kaitlynsnyder@hotmail.com,8805015137,Hawkins Group
North America,USA,Texas,704 Jonathan Loop Apt. 420,58865,Laptop - Relationship,Electronics,Laptop,2025-07-18,2025-07-27,660.57,173.8,6,Theresa,Keller,cvaldez@nichols-winters.com,(597)239-7661x05417,"Perry, Wise and Thompson"
North America,USA,New York,17518 Adam Mission Suite 842,66941,Shirt - Step,Clothing,Shirt,2025-02-02,2025-02-09,1586.41,373.23,6,Justin,Richardson,ogarcia@yahoo.com,706.672.1922x8349,Johnson-Hogan
North America,Mexico,State2,52725 Nichols Flat,55921,Tablet - Treat,Electronics,Tablet,2025-02-15,2025-02-21,742.19,296.32,4,Stephanie,Marshall,woodarderica@gmail.com,(059)944-7698,Harris-Sampson
Asia,India,Karnataka,6208 Robert Summit,02409,Jacket - Traditional,Clothing,Jacket,2025-07-29,2025-08-01,259.84,297.42,1,Michele,Fernandez,travis01@golden-jackson.com,001-637-035-5959x1516,Davis Ltd
North America,USA,California,658 Bradshaw Summit,25779,Jeans - Left,Clothing,Jeans,2025-05-28,2025-05-31,740.9,471.49,2,Paul,Hatfield,john68@lopez-thomas.com,+1-225-450-8069x409,Graham Group
Europe,UK,State2,83410 Danielle Mews Suite 584,68039,Tablet - Leg,Electronics,Tablet,2025-06-29,2025-07-03,52.7,72.64,1,Justin,Choi,stephanieavila@jordan-perez.com,+1-608-970-6493x7590,Short Ltd
North America,Canada,State2,830 Harrison Crossroad Suite 890,21447,Table - Feel,Furniture,Table,2025-04-20,2025-04-23,219.35,43.18,7,Melinda,Coleman,cuevasadam@gmail.com,019-857-5473x88084,Stephenson-Madden
North America,USA,California,507 Maxwell Fork,24589,Jeans - Couple,Clothing,Jeans,2025-07-08,2025-07-12,124.22,32.27,5,Alexander,Steele,floresmitchell@gmail.com,352-471-1788,Johnson-Moore
North America,USA,New York,184 William Knolls,98629,Table - Matter,Furniture,Table,2025-05-15,2025-05-25,2841.89,486.05,9,Christopher,Roberts,faulknersharon@vasquez.com,515-699-3327x692,Ball Inc
North America,Canada,State2,793 Ashley Drive,88894,Couch - Still,Furniture,Couch,2025-05-29,2025-06-04,259.69,100.19,4,Mike,Rosales,xirwin@gonzalez-shepherd.info,241-373-9491,"Armstrong, Lowery and Baker"
Asia,Japan,State1,9436 Clark Meadow Suite 314,97394,Jeans - Certain,Clothing,Jeans,2025-05-02,2025-05-12,1053.82,136.83,9,Tanya,Steele,stephanie81@yahoo.com,8951463187,"Hinton, Jones and Walker"
Europe,UK,State2,30423 Lisa Square,68415,Shirt - Prepare,Clothing,Shirt,2025-07-05,2025-07-09,86.89,32.35,4,Alicia,Blake,jsmith@johnson-barber.com,040.043.8666x8470,Norman-Allen
Asia,Japan,State1,8966 Robert Burgs Suite 373,69958,Chair - Task,Furniture,Chair,2025-07-14,2025-07-20,219.13,324.78,1,Brian,Peters,jamesdickerson@stevens.org,+1-247-707-5186,"Hernandez, Williams and Martin"
Asia,Japan,State1,67828 Natasha Plains Suite 006,52791,Tablet - Certainly,Electronics,Tablet,2025-02-10,2025-02-17,3391.93,486.39,10,Melissa,Gordon,tomwilliams@glenn.com,(580)681-7922x4199,Elliott Ltd
North America,Mexico,State2,348 Christine Vista,45818,Shirt - Stop,Clothing,Shirt,2025-06-27,2025-07-05,1383.67,154.5,10,Nicole,Green,raymondlauren@yahoo.com,+1-334-658-6726,"Ramos, Robinson and Williams"
North America,USA,Texas,6640 Weeks Rest,76255,Tablet - As,Electronics,Tablet,2025-03-12,2025-03-18,245.68,135.43,3,Thomas,Sutton,schmidtjenny@wilkinson.info,253.712.6887x04155,Robinson Ltd
North America,Mexico,State1,2175 Hendrix Groves,63477,Jacket - Message,Clothing,Jacket,2025-07-29,2025-08-06,1724.06,436.31,5,Brooke,Hill,jamesrodriguez@hotmail.com,(730)597-6620,"Garcia, Welch and Gonzales"
North America,USA,Texas,640 Martin Mission Suite 662,15816,Laptop - News,Electronics,Laptop,2025-04-30,2025-05-06,994.0,295.02,4,Carol,Wolfe,icooper@yahoo.com,424-586-6729x29907,Dorsey Group
Europe,Germany,Berlin,54138 Samuel Fort,73520,Tablet - Color,Electronics,Tablet,2025-02-22,2025-03-02,368.94,82.68,6,Richard,Medina,christinalara@estrada.com,(468)629-6610x356,"Fisher, Gilbert and Williams"
Europe,Germany,Berlin,71492 Thomas Fort Suite 060,07354,Mobile - Hotel,Electronics,Mobile,2025-07-13,2025-07-18,2049.98,250.35,10,Jessica,Hernandez,yhensley@hotmail.com,9614909100,May-Williams
North America,Canada,State1,5430 Cody Path Suite 627,95813,Chair - Picture,Furniture,Chair,2025-02-11,2025-02-15,1593.41,346.81,7,Kenneth,Malone,pruittleroy@anderson.net,307.321.6656x910,Myers-Davenport
Asia,India,Maharashtra,17134 Danielle Knolls Apt. 064,23588,Laptop - So,Electronics,Laptop,2025-06-23,2025-07-01,467.95,364.91,2,Dylan,Ellis,john94@hotmail.com,(526)505-3477x41160,Burton Ltd
Asia,Japan,State1,887 Howard Route,74024,Table - Close,Furniture,Table,2025-07-17,2025-07-19,688.13,415.02,2,Trevor,Stewart,greenchad@keith-martin.net,001-230-164-3032x9774,Haynes-Wiley
North America,USA,California,457 Fry Parks,91363,Mobile - Financial,Electronics,Mobile,2025-04-22,2025-04-28,1099.44,469.91,3,Dawn,Campbell,wendy77@green.biz,001-497-283-4190x6710,Perez Ltd
Asia,India,Karnataka,931 Fields Curve,16374,Jeans - Almost,Clothing,Jeans,2025-06-21,2025-06-24,259.03,78.22,4,David,Martinez,susan70@gmail.com,891-055-7999x1584,"Carter, Joyce and Austin"
Europe,Germany,Berlin,234 Samantha Harbor,07824,Table - Drop,Furniture,Table,2025-04-13,2025-04-17,120.75,37.38,4,Jennifer,Mcdonald,perrydenise@case.org,943-578-4590x73128,"Travis, Mcclain and Bell"
North America,Mexico,State1,81544 Villegas Parkways,76997,Mobile - Common,Electronics,Mobile,2025-01-29,2025-02-01,1053.79,155.4,9,Jeff,Marshall,freemanmitchell@gmail.com,095.062.6327x624,"Garcia, Jones and Long"
Europe,Germany,Bavaria,79804 Williams Passage,81963,Mobile - Sell,Electronics,Mobile,2025-03-20,2025-03-25,982.66,198.84,7,Yolanda,Newton,hmunoz@simpson-murphy.com,+1-996-369-1845x441,Simmons Group
Europe,Germany,Hamburg,262 Craig Unions,46625,Couch - Trial,Furniture,Couch,2025-03-29,2025-04-01,471.39,93.08,8,Daniel,Morrison,timothycampbell@hotmail.com,001-715-533-3179x3134,"Rocha, Chavez and Higgins"
Asia,China,State2,176 Mccoy Divide Apt. 000,22983,Tablet - Technology,Electronics,Tablet,2025-07-12,2025-07-19,327.52,186.64,2,Victor,Coleman,abrown@yahoo.com,253-806-3190,Mosley-Hobbs
Asia,India,Karnataka,87927 Lowe Underpass,50937,Mobile - Give,Electronics,Mobile,2025-03-25,2025-04-02,1025.22,174.07,9,Kim,White,james15@gmail.com,+1-438-720-7579x31444,Davenport-Reyes
Europe,Germany,Hamburg,459 Thompson Greens Apt. 840,75827,Jeans - Ready,Clothing,Jeans,2025-04-14,2025-04-20,1794.41,438.95,6,Stacie,Moran,qgriffin@anthony.com,+1-685-070-5182x51103,Wheeler PLC
Europe,UK,State2,9144 Perry Club Suite 676,01753,Couch - Behind,Furniture,Couch,2025-07-26,2025-07-29,386.17,432.24,1,Tanya,Cortez,jimmy01@archer.com,764-756-6573x29774,Chavez-Osborn
North America,USA,Texas,233 Cheryl Hills,56367,Laptop - Because,Electronics,Laptop,2025-01-23,2025-02-01,2075.19,409.18,8,Kathleen,Lopez,afields@gmail.com,(537)305-3428x9078,Smith-Stone
Europe,UK,State2,50710 Sanders Locks Apt. 367,08061,Mobile - Available,Electronics,Mobile,2025-06-12,2025-06-19,212.76,99.12,3,Martin,Brown,stevensmary@bond.com,994-670-9960,Riley Inc
Europe,France,State2,98308 Weaver Inlet,93843,Couch - Often,Furniture,Couch,2025-06-29,2025-07-07,2791.9,398.82,10,Taylor,Atkinson,kimberly75@powell.biz,(748)230-0971,Gilbert-Wilcox
North America,USA,Texas,13367 Jessica Corners Apt. 567,96429,Couch - Way,Furniture,Couch,2025-05-07,2025-05-16,1856.77,271.55,9,Alejandra,Jones,rebeccawhite@goodwin-sullivan.org,+1-137-165-0942x3159,Freeman-Cook
Asia,China,State1,91518 Jenna Light,76550,Jacket - Issue,Clothing,Jacket,2025-04-02,2025-04-10,2131.99,293.16,9,Linda,Johnson,torresjessica@yahoo.com,+1-405-815-1939x427,Lucero-Miller
North America,USA,New York,8900 Bernard Causeway,84451,Mobile - Opportunity,Electronics,Mobile,2025-02-06,2025-02-13,93.74,109.61,1,Roberto,Weeks,kyle16@simmons.info,001-729-420-6708x05858,"Garrett, Jones and Madden"
Europe,UK,State2,724 Arthur Circle Apt. 151,98335,Mobile - Class,Electronics,Mobile,2025-04-19,2025-04-21,958.16,186.82,6,Kristin,Hancock,jbailey@graham.org,764-194-9583x2519,"Smith, Dean and Castillo"
Asia,China,State2,49227 Terry Mountains,07692,Tablet - Page,Electronics,Tablet,2025-01-15,2025-01-23,302.35,113.26,4,Amanda,Ray,phunter@hopkins.com,001-448-213-8011x557,Smith Group
North America,USA,California,98553 Rebecca Ford,62177,Jacket - Into,Clothing,Jacket,2025-04-18,2025-04-22,2090.41,369.21,7,Michael,Gordon,dallen@merritt-cabrera.com,+1-324-342-1395x79656,Chambers LLC
Europe,France,State1,64558 Yolanda Inlet,68464,Shirt - Company,Clothing,Shirt,2025-01-03,2025-01-06,2895.78,420.34,8,George,Stafford,ihodge@stone.com,001-587-293-7062x5873,Gonzalez-Walker
Asia,India,Maharashtra,2316 Brooks Brooks,08826,Mobile - Husband,Electronics,Mobile,2025-01-08,2025-01-13,27.37,16.11,2,Christopher,Gonzalez,xburgess@houston.com,756.886.3713x799,"Brown, Bell and Anderson"
Europe,Germany,Bavaria,82898 Lauren Squares Apt. 396,43767,Couch - Note,Furniture,Couch,2025-07-03,2025-07-07,2187.31,352.3,9,Shawn,Adkins,yconner@drake-cook.com,+1-562-220-8346x4429,Warren Ltd
Europe,UK,State2,86069 Cassie Greens Suite 106,86749,Couch - Others,Furniture,Couch,2025-05-31,2025-06-02,199.37,64.52,5,Melinda,Gonzalez,chadthomas@black.com,857.103.6305x6956,Clark Inc
North America,USA,New York,412 Luis Plaza Apt. 888,50780,Tablet - While,Electronics,Tablet,2025-03-10,2025-03-14,148.49,204.23,1,Kathryn,Fox,stevensjustin@thompson.com,680.858.8444,Sims-Parks
Europe,UK,State2,7763 Kimberly Cliffs,94231,Jacket - Determine,Clothing,Jacket,2025-07-09,2025-07-15,563.18,217.6,4,Brenda,Sutton,jesse43@wise.org,568.421.8180x1874,Chan and Sons
Asia,Japan,State2,26597 Hughes Forge,08006,Tablet - Maintain,Electronics,Tablet,2025-03-06,2025-03-11,1460.02,313.33,7,David,Lewis,burnsdaniel@parker.com,(758)881-1859,"Davis, Mckay and Macdonald"
Asia,Japan,State1,65272 Davis Port Apt. 095,30024,Jeans - Task,Clothing,Jeans,2025-03-06,2025-03-15,1427.85,329.82,6,Collin,Williams,lguzman@brown-sanders.com,(380)137-0209,Perry Inc
Europe,Germany,Bavaria,9613 Johnson Mountain Suite 272,05262,Couch - Read,Furniture,Couch,2025-02-05,2025-02-13,359.25,142.26,4,Cynthia,Campbell,hamiltonmegan@vaughn.com,350.162.6251,"Collins, Jones and Moon"
Europe,UK,State2,1513 Diane Burgs,78053,Mobile - Also,Electronics,Mobile,2025-05-02,2025-05-08,511.85,275.37,3,Randy,Harris,theresa74@little.com,001-665-339-0363,"Nelson, Mays and Washington"
North America,USA,Texas,580 Anthony Plaza,39618,Tablet - Recent,Electronics,Tablet,2025-07-20,2025-07-25,79.92,127.76,1,Curtis,Thomas,fward@hotmail.com,683-146-5003x9455,Castillo-Gonzalez
North America,Mexico,State1,18190 Jason Alley,12942,Jeans - Much,Clothing,Jeans,2025-04-23,2025-04-25,144.94,164.14,1,Nicholas,Bailey,mmanning@york.com,519.267.7504x616,Dalton-Roberts
Asia,China,State2,96568 Mueller Expressway Apt. 204,73338,Couch - Raise,Furniture,Couch,2025-03-03,2025-03-08,1856.52,378.4,6,Tiffany,Miller,patricknunez@mitchell.com,442-719-7453,"Thomas, Walsh and Robertson"
Asia,Japan,State1,29069 Torres Flat,41806,Table - Attack,Furniture,Table,2025-04-26,2025-05-06,426.37,256.07,2,Roger,Lowery,lwatts@harris-soto.com,+1-098-245-0814x647,Carpenter-Kelly
Asia,Japan,State2,70602 Michael Isle Suite 313,33872,Couch - Analysis,Furniture,Couch,2025-02-28,2025-03-02,358.1,89.0,5,Julia,Cole,amysolomon@evans-jones.com,016-379-0584x828,Barnes Group
Asia,Japan,State1,108 Laurie Manors Suite 612,08484,Shirt - Build,Clothing,Shirt,2025-06-23,2025-06-28,752.15,386.72,3,Kimberly,Bender,aramirez@yahoo.com,(478)562-5084x5014,Austin and Sons
North America,Mexico,State2,610 Abigail Road,44403,Chair - End,Furniture,Chair,2025-03-02,2025-03-09,799.21,186.56,5,Kathy,Rodriguez,marcuscook@sanchez.net,001-659-181-9805x28390,Mcdonald-Smith
Europe,Germany,Hamburg,08303 Smith Street Suite 776,78157,Jeans - To,Clothing,Jeans,2025-05-12,2025-05-17,1559.53,498.53,4,Douglas,Barker,navarromark@ibarra-lane.com,+1-574-454-0691x438,Smith Group
Asia,Japan,State2,55676 Greene Mountain,82412,Mobile - Look,Electronics,Mobile,2025-06-18,2025-06-22,1238.5,278.1,5,Frank,Bennett,frankalvarez@gmail.com,370-391-9056x651,Clark-Schneider
Asia,China,State1,76832 Cruz Square,72237,Table - Window,Furniture,Table,2025-04-14,2025-04-18,304.81,89.12,5,Christopher,Schultz,cantulisa@hotmail.com,917-024-2363,Jennings LLC
Europe,France,State1,18434 Jacob Wall,88838,Mobile - Letter,Electronics,Mobile,2025-04-08,2025-04-17,2203.53,493.21,5,Timothy,Wilson,robertjones@hotmail.com,762-073-4787x3541,"Stanley, Ford and Ferguson"
Europe,UK,State1,3116 Vargas Lodge Suite 370,02309,Tablet - Fast,Electronics,Tablet,2025-05-06,2025-05-15,129.03,188.1,1,Amy,Holland,anawilliams@yahoo.com,+1-578-165-6088,Leon-Butler
Europe,UK,State1,244 Drake Ferry,73343,Table - Anyone,Furniture,Table,2025-04-13,2025-04-23,3393.18,476.5,10,Alison,Jackson,sharris@johnson-ayers.net,363.149.3181x372,Romero PLC
North America,Canada,State2,0308 Joshua Creek Apt. 647,54557,Couch - Source,Furniture,Couch,2025-02-28,2025-03-02,3017.33,488.94,10,Jonathan,Lopez,anndickson@hotmail.com,337-227-8181,"Rojas, Meyer and Forbes"
Asia,Japan,State1,883 Sarah Corners Apt. 671,53990,Mobile - Himself,Electronics,Mobile,2025-05-15,2025-05-21,440.97,87.52,7,Brett,Allen,sloanthomas@hotmail.com,602.874.9072x648,Hopkins and Sons
Asia,India,Maharashtra,167 Glenn Pass,88214,Couch - Mr,Furniture,Couch,2025-01-28,2025-01-31,1133.37,238.28,6,John,Lynch,rebecca93@waters.com,814.695.3953x698,Morgan Inc
