Continent,Country,State,Address,ZipCode,ProductName,ProductCategory,ProductSubcategory,OrderDate,DeliveryDate,Cost,UnitPrice,Quantity,FirstName,LastName,Email,Phone,StoreName
North America,Mexico,State1,902 Gonzales Flats Suite 309,67419,Jacket - Hospital,Clothing,Jacket,2023-02-01,2023-02-10,1304.99,390.11,5,Zachary,Hall,warddiana@miller.biz,(669)380-1184x895,"Johnson, Cruz and Joyce"
Europe,Germany,Hamburg,9042 Hunter Points Apt. 845,15837,Tablet - Hand,Electronics,Tablet,2023-04-18,2023-04-24,830.54,317.84,3,Leah,Frye,kchurch@yahoo.com,001-357-790-7141x63356,Obrien and Sons
North America,USA,Texas,5182 Edwards Forge,75698,Chair - Head,Furniture,Chair,2023-07-20,2023-07-27,111.89,54.17,3,Joseph,Valentine,pmclaughlin@allen.com,+1-521-117-9080x759,"Smith, Collier and Wright"
North America,Canada,State1,3920 Mendoza Plains Apt. 856,90460,Mobile - Forward,Electronics,Mobile,2023-07-11,2023-07-21,1416.58,270.12,6,Kimberly,Bryant,astewart@craig.org,559-428-4347,"Melton, Henry and Joyce"
Asia,China,State2,556 Hayes Ports Apt. 931,94979,Couch - Position,Furniture,Couch,2023-05-14,2023-05-21,298.2,239.48,2,Joseph,Young,zgonzalez@hotmail.com,(702)672-8857,White-Coleman
Asia,Japan,State2,34717 Green Lake,73947,Jeans - First,Clothing,Jeans,2023-04-08,2023-04-11,89.6,16.82,7,Angela,Patrick,jenkinsmichael@hotmail.com,+1-399-824-5587x716,"Garrison, Williams and Garcia"
Europe,France,State2,569 Sweeney Cliffs,10870,Jeans - Positive,Clothing,Jeans,2023-04-22,2023-04-29,505.17,340.67,2,Fernando,Perez,jennifer96@yahoo.com,598.762.2023x413,Welch-Thomas
North America,Mexico,State2,68114 Christopher Loaf,41050,Shirt - Compare,Clothing,Shirt,2023-06-04,2023-06-07,2517.31,455.6,8,Jerome,Rojas,davidroberson@gmail.com,5577848728,Davis Group
Europe,Germany,Bavaria,7831 Parker Loop Suite 240,00513,Mobile - Cost,Electronics,Mobile,2023-06-27,2023-07-03,358.82,66.9,8,Alexandra,Chang,justin80@weeks.com,001-649-308-5368x66326,"Curry, Wiley and Graham"
North America,USA,Texas,944 Gutierrez Walk,09474,Table - Them,Furniture,Table,2023-05-27,2023-06-06,1705.16,297.8,7,Ian,Roberts,nnelson@yahoo.com,502.080.2144,Baker Group
Europe,UK,State1,6475 Terry Bypass,43787,Couch - Car,Furniture,Couch,2023-06-20,2023-06-28,92.56,26.03,5,Christopher,Christensen,adamsphilip@harrison.biz,1367303718,"Smith, Davis and Smith"
Europe,France,State1,08814 Little Flat Suite 031,31429,Chair - Reduce,Furniture,Chair,2023-03-22,2023-03-29,3226.53,451.83,9,Cynthia,Nguyen,brenda63@novak.info,001-925-132-7195x005,Price-Ali
Asia,China,State2,573 Hannah Knolls Apt. 407,93119,Mobile - Quite,Electronics,Mobile,2023-03-01,2023-03-10,530.6,334.76,2,Samuel,Phillips,ashleystephens@yahoo.com,001-749-821-8274x4857,"Herrera, Rodriguez and Freeman"
North America,USA,California,351 Lee Springs Suite 829,37611,Chair - A,Furniture,Chair,2023-07-16,2023-07-20,938.51,110.55,10,Marcus,Davidson,millscarl@white.com,731-096-7899,Gross-Andrade
North America,USA,New York,71705 Short Underpass,93356,Mobile - Establish,Electronics,Mobile,2023-01-20,2023-01-27,926.24,396.44,3,Brian,Jensen,davenportchristian@yu.com,001-386-338-3928x8619,Walker-Robbins
Europe,Germany,Bavaria,685 Amanda Rapid,58567,Jeans - Help,Clothing,Jeans,2023-06-28,2023-07-02,405.87,333.92,2,Sarah,Orr,robert65@hotmail.com,983.684.5776,"Ortega, Andrade and Jackson"
Asia,China,State1,43350 Ellison Pass Apt. 107,47117,Jeans - A,Clothing,Jeans,2023-01-14,2023-01-16,268.03,140.03,3,Eric,Baker,jonathanevans@ross.com,279.194.0961x0556,Larson-Holmes
Europe,UK,State1,604 Luis Port,20106,Shirt - Keep,Clothing,Shirt,2023-02-16,2023-02-25,2359.81,391.23,8,Mark,Wolfe,nunezwendy@mullins-johnston.com,646.225.1790,Adkins PLC
Asia,China,State1,78376 Ann Street,69215,Shirt - Official,Clothing,Shirt,2023-06-05,2023-06-15,1042.33,234.44,5,John,Jones,gail91@gmail.com,+1-665-535-5904x25979,Miller-Shaw
Asia,China,State2,521 Jodi Gardens,81897,Couch - Child,Furniture,Couch,2023-06-21,2023-06-24,2105.84,359.08,8,Sara,Melton,cooperlinda@yahoo.com,705.383.3884x879,Glass and Sons
Asia,China,State1,2043 Brown Shoal,01593,Mobile - Show,Electronics,Mobile,2023-02-24,2023-03-02,2448.03,320.21,10,Carl,Guerrero,smithmichelle@hotmail.com,(368)157-9812x3878,"Hale, Smith and Aguilar"
Europe,France,State2,7620 Sutton Knoll Suite 384,08628,Couch - With,Furniture,Couch,2023-01-09,2023-01-17,505.71,398.62,2,Connie,Johns,jeremiah56@taylor.org,+1-363-926-4957x8232,Wright PLC
North America,Mexico,State1,2925 Angela Stravenue,16018,Table - Partner,Furniture,Table,2023-07-30,2023-08-04,907.23,176.08,7,Jack,Franco,cannonnicole@ali-turner.com,(312)209-9499,"Mcbride, Huffman and Parker"
Europe,UK,State1,89752 Henry Dam Apt. 330,54055,Table - Position,Furniture,Table,2023-03-31,2023-04-07,624.51,193.41,5,Kathy,Smith,qwalker@gmail.com,001-312-797-5736x60965,"Hall, Mcdaniel and Howard"
Europe,Germany,Bavaria,7038 Terrell Canyon,73599,Mobile - Indeed,Electronics,Mobile,2023-07-28,2023-08-05,533.63,374.85,2,Paul,Hubbard,kellysanders@ayala-mitchell.com,(490)827-7181x29826,"Davidson, Padilla and Johnson"
Asia,Japan,State1,1452 Christopher Squares,59404,Jacket - Job,Clothing,Jacket,2023-05-06,2023-05-16,1468.08,338.31,6,Cynthia,Miller,nicholasjames@gmail.com,922-220-6447x42123,Johnson-Chavez
North America,Canada,State1,733 Chavez Mills,10908,Couch - About,Furniture,Couch,2023-04-09,2023-04-15,274.23,60.76,6,Carolyn,Smith,brandonhernandez@hotmail.com,(020)994-5101x622,Ellis Group
Asia,Japan,State2,9501 Morris Light,09370,Mobile - Remember,Electronics,Mobile,2023-04-21,2023-04-28,1417.96,190.1,9,Katherine,Bridges,thomas14@rose-warren.com,+1-019-817-9469x548,"Guerrero, Graves and Armstrong"
North America,USA,Texas,2934 Aaron Burg Suite 139,54847,Jacket - Paper,Clothing,Jacket,2023-05-18,2023-05-28,245.91,308.41,1,Robert,Cook,davidsonhannah@tyler-parker.net,+1-501-556-9902,Mendez Group
North America,Canada,State1,27278 Ford Via Suite 084,74549,Laptop - Daughter,Electronics,Laptop,2023-05-09,2023-05-15,714.63,182.0,6,Jessica,Stewart,barbararivera@jones-hernandez.com,682-996-2914x50461,Nielsen-Mendoza
Asia,Japan,State2,421 Glover Tunnel,26990,Mobile - Model,Electronics,Mobile,2023-04-03,2023-04-05,499.19,375.59,2,Robin,Wallace,jstein@peterson.net,521-823-0768x1040,Hayes-Sampson
Europe,France,State2,94353 Justin Place Suite 714,20072,Laptop - Right,Electronics,Laptop,2023-02-03,2023-02-09,1805.45,390.65,6,Eric,Wilson,amydunn@thomas-bush.com,001-321-495-8702,Owens-Williams
Asia,India,Telangana,99795 Cook Flat Apt. 792,12679,Tablet - Air,Electronics,Tablet,2023-07-02,2023-07-04,228.92,143.33,2,Lisa,Gillespie,bryantgabrielle@hotmail.com,001-773-329-4562x55770,"Williams, Reyes and Miller"
Europe,UK,State2,5992 Richard Station,14523,Table - Attention,Furniture,Table,2023-07-04,2023-07-09,431.5,65.77,9,Mark,Banks,amorales@gmail.com,+1-382-761-5396x695,Bell Group
Europe,UK,State2,99758 Lynn Fall Suite 619,14754,Jacket - Off,Clothing,Jacket,2023-04-02,2023-04-08,105.69,118.05,1,Gina,Carlson,troy01@gmail.com,(902)278-4699,Bates Inc
Asia,India,Telangana,465 Brandi Ridge Suite 240,48895,Chair - Likely,Furniture,Chair,2023-03-17,2023-03-21,482.82,151.83,5,Rachel,Faulkner,daniel40@reynolds.biz,+1-566-668-3272x3865,Maldonado LLC
Europe,UK,State2,01027 Proctor Dale,11598,Mobile - Though,Electronics,Mobile,2023-06-12,2023-06-20,2395.15,354.8,9,Derrick,Shaffer,dhanson@hotmail.com,(876)532-6909x73846,Roberts Ltd
North America,Canada,State1,519 Nixon Common Apt. 847,68258,Couch - With,Furniture,Couch,2023-05-23,2023-05-25,117.66,19.18,7,Christian,Wu,thomasharmon@miller.com,+1-058-077-8795x654,Good PLC
Europe,UK,State2,940 Lane Ports Apt. 490,38094,Jeans - Figure,Clothing,Jeans,2023-03-07,2023-03-15,201.37,66.43,5,Todd,Martinez,johnathan94@hodge-smith.com,+1-292-752-4372x805,Neal PLC
Europe,Germany,Hamburg,3723 Brown Greens Apt. 027,52765,Couch - Become,Furniture,Couch,2023-02-26,2023-03-05,283.02,223.99,2,Thomas,Alvarez,yvega@baker-moreno.biz,4765801856,"Peck, Moore and Crawford"
Europe,UK,State2,967 Jessica Radial Apt. 852,41561,Shirt - Popular,Clothing,Shirt,2023-04-16,2023-04-24,1251.1,375.44,5,Amy,Chambers,jenkinsalicia@griffin.com,0910939111,Nelson-Lang
Asia,India,Karnataka,24471 Livingston Harbor,56466,Shirt - Total,Clothing,Shirt,2023-02-20,2023-03-02,787.14,105.01,9,Heather,Contreras,fernando14@gmail.com,(650)442-7173x9627,Douglas-Yoder
Europe,UK,State1,410 Chad Stream Suite 707,20011,Mobile - Boy,Electronics,Mobile,2023-02-25,2023-03-01,416.36,106.66,5,Denise,Smith,sadams@conway-andrews.net,001-776-618-3067x198,"Mack, Robinson and Schneider"
North America,USA,California,8517 Holland Fall,73177,Jeans - Worry,Clothing,Jeans,2023-05-20,2023-05-29,2808.94,382.34,10,Benjamin,Cruz,heather15@miller-chen.com,(030)937-6184,Maldonado-Morales
North America,Mexico,State2,50613 Bentley Ways Apt. 931,05334,Jeans - Money,Clothing,Jeans,2023-07-27,2023-07-31,254.73,43.46,8,Jill,Burns,nmeadows@sanchez.com,2041792911,Levy-Smith
Europe,France,State1,6519 Marc Underpass Apt. 092,44476,Couch - Build,Furniture,Couch,2023-07-13,2023-07-16,722.08,236.25,5,Bryan,Hill,heathertran@yahoo.com,902.196.2071,"Lloyd, Walker and Brock"
Europe,France,State1,7232 Mills Loop Apt. 290,78655,Shirt - According,Clothing,Shirt,2023-01-03,2023-01-13,1269.83,236.73,7,Hector,Porter,michael08@lee.com,+1-588-373-4031x277,Howe Ltd
North America,USA,Texas,4597 Dan Center,70933,Jacket - Control,Clothing,Jacket,2023-03-04,2023-03-09,1379.78,306.45,6,Gregory,Floyd,jonesjoe@yahoo.com,001-956-353-1531,"Livingston, Brown and Diaz"
Asia,China,State1,9706 Javier Ridge,60137,Couch - Economic,Furniture,Couch,2023-06-10,2023-06-13,1798.16,326.6,9,Gregory,Brooks,crystalcantrell@gmail.com,209-042-1776x25349,Bennett and Sons
North America,Canada,State2,97740 Fitzgerald Gateway Apt. 569,29652,Jacket - Close,Clothing,Jacket,2023-03-07,2023-03-11,791.84,192.7,6,Patricia,Vargas,butlerbradley@quinn-gordon.biz,671.773.1806x32543,"Cordova, Wyatt and Miller"
Europe,France,State1,799 Tiffany Mountain,18670,Jacket - Raise,Clothing,Jacket,2023-02-05,2023-02-12,263.29,171.55,2,Morgan,Sullivan,apadilla@hotmail.com,658-046-4989,Castillo LLC
Europe,France,State2,501 Diaz River,05858,Jacket - Study,Clothing,Jacket,2023-03-22,2023-03-26,239.44,49.94,6,Michael,Thompson,devonrogers@wilson.org,001-335-548-6401x557,"Miller, Gilmore and Fitzgerald"
Europe,France,State2,9513 Miller Lock Apt. 411,22097,Tablet - Mention,Electronics,Tablet,2023-07-14,2023-07-17,1125.61,283.87,5,Joshua,Terry,nancymeyer@hotmail.com,4682756704,"Gallegos, Harrison and Patel"
Europe,Germany,Hamburg,9557 Ellis Port Apt. 424,30225,Jacket - Current,Clothing,Jacket,2023-01-25,2023-02-04,474.82,326.55,2,Todd,Arellano,michaelbryant@montgomery.net,222-231-0592x7452,Wiggins and Sons
Europe,Germany,Berlin,410 Velazquez Trafficway,19556,Chair - Describe,Furniture,Chair,2023-01-14,2023-01-19,2122.9,474.36,6,Stacie,Reilly,cordovaamy@rivera.com,001-929-751-7028x14069,"Stewart, Cooper and Watson"
Asia,India,Telangana,834 Andrew Plain,58888,Laptop - Thought,Electronics,Laptop,2023-03-27,2023-03-30,2968.0,387.73,9,Erica,Rosario,tracymorrison@hotmail.com,5626565045,Howard-Nguyen
North America,USA,New York,674 Linda Manors Suite 299,11783,Couch - Have,Furniture,Couch,2023-04-30,2023-05-04,1262.26,194.59,10,Douglas,Turner,fitzpatrickbrittany@yahoo.com,064-628-7923,Sawyer-Miller
North America,Mexico,State1,478 Walker Turnpike Apt. 244,84459,Jeans - Cultural,Clothing,Jeans,2023-05-29,2023-05-31,1076.61,188.51,7,Mary,Kennedy,swhite@hotmail.com,014.719.5979,Spencer-Williams
Europe,UK,State2,904 Bonnie Drive Suite 725,21906,Jeans - Least,Clothing,Jeans,2023-04-11,2023-04-16,1018.42,127.19,9,Brian,Ward,robertsalyssa@gmail.com,321.928.5544x51895,"Jennings, Mccann and Cardenas"
Europe,Germany,Berlin,6521 Eric Forges Apt. 898,70243,Jacket - Than,Clothing,Jacket,2023-02-25,2023-03-06,2580.45,387.02,8,Jennifer,Park,estevens@fuentes.info,(452)798-5240x132,Taylor LLC
North America,Mexico,State2,1107 Williams Coves,04799,Mobile - Tough,Electronics,Mobile,2023-02-25,2023-03-01,132.35,35.57,5,Laura,Palmer,qwilson@jones.com,001-119-393-2501x24955,"Perez, Martinez and Anderson"
Europe,UK,State1,334 Rachel Plain,01068,Jacket - College,Clothing,Jacket,2023-07-14,2023-07-17,165.59,51.1,5,Teresa,Garcia,lrichardson@gonzales.com,(663)836-1517x182,"Austin, Wagner and Jones"
Europe,UK,State1,64794 Perez Lodge Suite 631,62848,Chair - Mission,Furniture,Chair,2023-05-21,2023-05-26,3118.98,443.47,8,Sheila,Richardson,zpowers@mills-rhodes.com,(669)121-5353,"Roberts, Bowen and Miller"
Europe,Germany,Berlin,9946 Alvarez Rapids Suite 784,19817,Jeans - Physical,Clothing,Jeans,2023-06-07,2023-06-12,2480.29,497.32,7,Katrina,Rodriguez,ocrawford@gmail.com,1017026952,Hall Group
Asia,China,State1,3477 Daniels Valleys Apt. 061,50784,Jacket - Floor,Clothing,Jacket,2023-02-07,2023-02-14,159.35,77.42,3,Shannon,Farrell,ljohnson@hotmail.com,+1-427-624-6719x78897,Guerrero PLC
Europe,UK,State1,545 Anthony Cape Apt. 559,04026,Jeans - Maybe,Clothing,Jeans,2023-03-02,2023-03-11,78.41,12.57,10,Kathy,Garrett,pattersonvictoria@yahoo.com,(033)349-1141x520,"Brown, Baker and Garza"
Europe,Germany,Bavaria,0790 Gray Loaf Suite 917,13615,Jacket - Nothing,Clothing,Jacket,2023-05-07,2023-05-17,309.83,64.48,7,Hannah,Harris,garrett45@yahoo.com,718.344.0496,Murray Group
Europe,Germany,Bavaria,541 Simmons Key,10549,Laptop - Summer,Electronics,Laptop,2023-03-29,2023-04-07,112.12,64.32,2,Denise,Turner,ualvarado@gmail.com,(649)878-2082x97374,"Newton, Davis and Richard"
North America,Mexico,State1,357 John Summit,90325,Jacket - Write,Clothing,Jacket,2023-07-26,2023-07-31,275.11,152.72,3,Kathy,Richard,michelle13@yahoo.com,424-936-3123x034,"Farrell, Meadows and Michael"
Europe,Germany,Hamburg,42044 Dawn Canyon,95197,Chair - Majority,Furniture,Chair,2023-07-08,2023-07-11,2722.03,487.58,9,Todd,Smith,carolyn16@powers-blackwell.biz,001-231-981-8984x7139,"Esparza, Henderson and Bullock"
North America,Mexico,State1,3212 Tara Mill,54027,Table - Can,Furniture,Table,2023-05-02,2023-05-04,2322.37,490.71,7,Jonathan,Lawrence,holly15@hotmail.com,(734)257-5409x00348,Collier-Mclaughlin
Asia,China,State1,376 Renee Lock,33994,Chair - If,Furniture,Chair,2023-05-01,2023-05-04,2590.78,370.24,10,Kevin,Mayer,jason27@stewart.com,177-656-1248x156,"Mullen, Cox and Burnett"
Asia,China,State2,720 Gonzalez Inlet,41621,Shirt - Play,Clothing,Shirt,2023-05-07,2023-05-16,2156.19,319.55,8,Barbara,Rodriguez,melaniejennings@hayes-russo.com,295-431-6526x693,Neal-Gill
Asia,Japan,State2,42069 Burke Drive Apt. 529,15882,Laptop - Against,Electronics,Laptop,2023-01-09,2023-01-14,344.25,397.64,1,Alexis,Fox,twilson@gmail.com,447.626.3934,"Holland, Sims and Meadows"
Europe,France,State2,4397 Mike Spur,85335,Jeans - Short,Clothing,Jeans,2023-03-15,2023-03-21,249.2,379.11,1,Stephen,Smith,terri63@reyes.com,800-537-5990,White-Sparks
Europe,Germany,Hamburg,80924 William Junction Suite 215,93595,Table - Accept,Furniture,Table,2023-04-09,2023-04-12,968.16,224.11,6,Alyssa,Thomas,bradley27@adkins-howe.com,948-562-5728x703,"Harvey, Turner and Foster"
Europe,France,State2,76170 Kelly Station Suite 771,94841,Laptop - Church,Electronics,Laptop,2023-01-22,2023-01-31,2099.16,462.91,6,Michelle,Martinez,mirandawhite@brady.org,+1-939-089-2613x71504,White Group
Asia,Japan,State2,2017 Gibson Grove,78384,Laptop - Responsibility,Electronics,Laptop,2023-02-17,2023-02-21,873.98,153.95,9,Diane,Rivera,unguyen@meadows.com,+1-450-189-6164x2361,Brooks-Hickman
Europe,UK,State2,214 Owen Street Suite 925,87732,Table - Against,Furniture,Table,2023-03-22,2023-03-30,736.46,347.98,3,Cody,Richardson,ygriffin@adams-burke.com,001-659-266-1085x73278,Price Group
Asia,Japan,State2,4224 Alexandra Hill,75020,Jeans - Professional,Clothing,Jeans,2023-07-23,2023-07-29,37.01,46.77,1,Brandon,Jones,dixonrobert@guerrero-carroll.com,(491)801-7226x016,Roberts Group
Europe,UK,State1,452 Jacob Summit Suite 168,02849,Mobile - Under,Electronics,Mobile,2023-04-26,2023-05-05,48.2,71.85,1,Adam,Wilson,zstevens@church.org,+1-564-122-0310x303,Matthews-Gibson
North America,Canada,State2,47276 Darren Drives,97334,Couch - Medical,Furniture,Couch,2023-02-26,2023-02-28,626.05,85.18,10,Jacqueline,Maynard,heathbrenda@gmail.com,960-501-6679x9840,"Allen, Wilkinson and Garrison"
Europe,France,State2,08069 Tran Grove Suite 717,82119,Tablet - Method,Electronics,Tablet,2023-06-05,2023-06-09,1186.09,189.81,9,Sheila,Reed,martinjessica@yahoo.com,(738)395-9724x665,Palmer-Hardy
Europe,Germany,Bavaria,722 Eric Overpass,13726,Tablet - Style,Electronics,Tablet,2023-07-03,2023-07-07,1843.92,263.7,8,Laura,Hahn,jimmy80@gmail.com,(452)280-1561x931,Howell LLC
Asia,China,State2,84289 Jasmine Mill Suite 119,80409,Jeans - Or,Clothing,Jeans,2023-03-29,2023-04-03,1311.8,149.93,10,Kimberly,Meza,jacksondavid@bartlett.com,001-787-125-5213x760,Scott-Peterson
Europe,Germany,Bavaria,6532 Cobb Dam Suite 667,68154,Mobile - Else,Electronics,Mobile,2023-07-03,2023-07-12,991.04,450.35,3,Laura,Cox,athomas@drake.com,(260)602-9084x6684,Mitchell-Jackson
Asia,Japan,State2,673 Terry Valleys,85534,Jeans - Set,Clothing,Jeans,2023-05-02,2023-05-05,2151.97,275.66,9,Richard,Gonzalez,johnsonmatthew@hotmail.com,001-288-431-8848x5200,Smith-Ramirez
Asia,Japan,State1,105 Sims Knoll Apt. 017,39555,Couch - Voice,Furniture,Couch,2023-07-29,2023-08-03,825.41,492.71,2,Ashley,Smith,lindazhang@hotmail.com,001-893-544-9268x315,"Green, Collier and Torres"
Asia,China,State1,1106 Thomas Mission Apt. 586,77602,Couch - Name,Furniture,Couch,2023-03-16,2023-03-23,2472.79,403.79,8,Angelica,Maxwell,cfields@hotmail.com,622.827.7288x1377,Gibson-Thomas
North America,USA,California,15940 David Inlet Suite 447,04168,Table - Alone,Furniture,Table,2023-03-02,2023-03-11,1374.54,211.29,9,Kylie,Thomas,zunigakevin@yahoo.com,270.185.1067,"Wood, Crane and Guzman"
North America,USA,California,87772 Davis Road,87598,Couch - Page,Furniture,Couch,2023-05-01,2023-05-04,1439.49,238.26,8,Cindy,Hughes,amber74@hotmail.com,209-481-8139,"Chavez, Morgan and Bennett"
Asia,Japan,State1,82043 Maria Villages,76464,Laptop - Number,Electronics,Laptop,2023-01-21,2023-01-31,315.3,417.38,1,Sean,Roman,fchapman@gmail.com,626-085-6411x18242,"Boyd, Christensen and Shaw"
Europe,Germany,Bavaria,95200 Price Island,19173,Couch - Cover,Furniture,Couch,2023-04-10,2023-04-15,2150.35,474.27,6,Robert,Nguyen,williamsjohn@hotmail.com,001-378-861-4057,Moore Group
Europe,Germany,Berlin,48913 Kevin Lodge,58956,Tablet - On,Electronics,Tablet,2023-06-08,2023-06-18,246.39,71.33,5,Christopher,Fields,nathanielgalloway@medina.net,007.942.0074x946,Washington Group
North America,USA,New York,1612 Johns Fords,80513,Shirt - Have,Clothing,Shirt,2023-03-24,2023-03-28,814.83,332.78,3,William,Pham,tiffany74@gmail.com,+1-553-795-0209x70026,"Pittman, Campbell and Martin"
North America,Canada,State1,071 Stanton Lane,79316,Mobile - Only,Electronics,Mobile,2023-07-09,2023-07-11,926.42,139.68,10,Michael,Thompson,fordsharon@smith-paul.com,+1-531-943-3750x47930,Medina-Cobb
North America,Canada,State1,83999 Cameron Crossroad Apt. 249,30380,Couch - Deal,Furniture,Couch,2023-06-03,2023-06-13,1120.65,324.53,5,Nicole,Daniel,melaniejohnson@hotmail.com,+1-894-870-6056x64187,Kane PLC
Asia,Japan,State2,8750 Lee Common Apt. 361,33266,Table - Mission,Furniture,Table,2023-05-21,2023-05-24,63.38,87.46,1,James,Murphy,johnsonryan@watkins.com,317-350-5831x997,"Blake, Stephenson and Walker"
Europe,Germany,Berlin,5120 Brown Ridge,82576,Shirt - South,Clothing,Shirt,2023-02-07,2023-02-14,1904.04,369.76,6,Ryan,Garcia,phillipspatrick@williamson.com,+1-907-676-9915x078,"Griffin, Martinez and Villegas"
Europe,Germany,Berlin,392 Kelly Orchard,95478,Jacket - Get,Clothing,Jacket,2023-03-16,2023-03-19,490.75,128.45,6,Christine,Lopez,brownlarry@palmer-pearson.com,982-274-9545x0892,Garcia PLC
Europe,Germany,Bavaria,33153 Neal Mountain Suite 995,81254,Mobile - Art,Electronics,Mobile,2023-04-03,2023-04-09,2201.04,433.44,7,Kevin,Murphy,cwalter@robinson-smith.com,001-379-337-5636x205,"Fuentes, Hansen and Brown"
Asia,China,State2,3950 James Haven Apt. 342,45041,Mobile - Action,Electronics,Mobile,2023-01-29,2023-02-07,1855.85,238.74,9,Melanie,Sanchez,thompsonjose@smith.com,(153)473-5528x9611,Johnson-Wilson
Europe,Germany,Bavaria,9630 Melissa Hill Apt. 530,83005,Couch - Charge,Furniture,Couch,2023-02-20,2023-03-01,325.89,115.42,4,Laura,Salas,jessicamueller@hotmail.com,+1-128-685-7872x558,Lee Group
Asia,China,State2,33736 Kevin Lane,75391,Jacket - Run,Clothing,Jacket,2023-07-07,2023-07-16,1165.83,272.98,5,Eric,Kirby,taylorchristopher@yahoo.com,539.078.9567x76657,"Sosa, Wells and Perkins"
Europe,Germany,Berlin,151 Kirby Passage Apt. 431,16044,Jeans - Free,Clothing,Jeans,2023-04-17,2023-04-25,118.77,32.17,6,Charles,Johnson,james54@mcgee-mack.com,928.404.4566,Johnson-Alexander
North America,USA,Texas,3337 Zachary Turnpike,72933,Jeans - Term,Clothing,Jeans,2023-01-05,2023-01-08,1492.47,257.09,7,Katherine,Sharp,latoya53@yahoo.com,001-637-780-5292x40755,Valdez-Hays
Europe,UK,State1,9090 Eric Isle Suite 636,08851,Mobile - Down,Electronics,Mobile,2023-06-12,2023-06-20,1682.04,399.5,6,Amanda,Lopez,ashley74@jackson.net,(097)023-1643,Jennings-Powell
Europe,Germany,Bavaria,56621 Amanda Neck,97906,Jacket - Early,Clothing,Jacket,2023-04-24,2023-05-02,163.61,29.72,9,Casey,Friedman,monicacollins@ortega.com,001-387-430-2716,"Warren, Gibson and Wood"
North America,Canada,State2,014 Reed Ville Suite 692,54902,Jeans - Point,Clothing,Jeans,2023-04-06,2023-04-10,2873.49,447.63,10,John,Yoder,qcruz@gmail.com,001-916-032-4841x376,"Murphy, Carroll and Henry"
North America,Canada,State1,7243 Steven Cliffs Suite 656,25981,Couch - Sound,Furniture,Couch,2023-02-17,2023-02-23,1483.32,174.82,10,Randy,Smith,markgoodman@murray-miller.com,001-727-422-0912x418,Jones-Garcia
North America,Canada,State2,75230 Scott Causeway Apt. 647,07371,Chair - Site,Furniture,Chair,2023-06-01,2023-06-08,1824.61,340.17,6,Carly,Williams,sarahbrooks@gmail.com,106.005.3131,Jones Inc
North America,Canada,State1,8393 Mcmillan Crest Apt. 315,42885,Jeans - Subject,Clothing,Jeans,2023-03-07,2023-03-13,2392.44,293.04,10,Glenn,Morales,pricestephen@gmail.com,+1-495-013-6497x18924,"Jackson, Perry and Rodriguez"
North America,Canada,State1,2571 Smith Prairie,59340,Jacket - Beyond,Clothing,Jacket,2023-05-06,2023-05-14,832.64,412.61,3,Patrick,Davidson,hallchristina@parker.biz,001-391-025-7432x63039,"Horton, Gregory and Compton"
North America,Mexico,State1,640 Melanie Isle,45423,Mobile - Young,Electronics,Mobile,2023-06-22,2023-07-01,934.68,215.2,6,John,Ryan,cathyjames@white-soto.com,130.232.1298x3381,"Wiley, Taylor and Stewart"
Asia,China,State2,93449 Faulkner Flats Suite 715,52699,Jacket - Last,Clothing,Jacket,2023-07-01,2023-07-03,608.81,264.15,3,Nicholas,Ruiz,ywolf@yahoo.com,6614982824,Martin-Gonzalez
North America,Canada,State2,52732 Adam Wall Suite 766,52228,Chair - Husband,Furniture,Chair,2023-06-30,2023-07-09,1129.82,177.74,9,Tara,Brooks,danielle91@yahoo.com,1692364587,Chavez-Brooks
North America,Mexico,State2,70502 Jacobs Springs,19816,Jeans - Prove,Clothing,Jeans,2023-05-23,2023-05-28,404.66,146.71,4,Jonathan,Guzman,wilsonchristopher@rangel.com,362.644.8869x46119,"Brown, Cruz and Coleman"
Europe,France,State1,402 Smith Cliff Suite 864,96582,Jacket - Standard,Clothing,Jacket,2023-05-14,2023-05-23,1129.64,245.1,6,Ryan,Thompson,jameswhite@hayes.com,023.467.9121,Adams and Sons
North America,Canada,State2,377 Albert Grove,99040,Tablet - Finally,Electronics,Tablet,2023-02-03,2023-02-13,2257.4,448.92,7,Stephanie,Ortega,clarklatoya@morrison-hatfield.com,759.655.5535x6690,Martinez-Brown
Europe,Germany,Berlin,209 Misty Harbors Apt. 579,90440,Laptop - Heart,Electronics,Laptop,2023-05-09,2023-05-12,2212.34,462.76,6,Donna,Alvarez,aaronlittle@yahoo.com,5057397691,Smith Ltd
North America,Canada,State1,649 Jennifer Ways,68665,Tablet - Happen,Electronics,Tablet,2023-06-16,2023-06-22,2026.19,351.12,9,Nancy,Glover,tylermiller@davies.info,783-332-1160,Hatfield-Vincent
North America,Mexico,State1,712 Davis Square Suite 399,08977,Mobile - College,Electronics,Mobile,2023-05-07,2023-05-17,794.54,322.59,4,Dawn,Bennett,ostokes@yahoo.com,411-159-3195,Miranda-Robinson
Europe,France,State2,836 Flores Lakes,89538,Tablet - Care,Electronics,Tablet,2023-05-02,2023-05-06,431.15,482.61,1,Sarah,Martinez,fosteramanda@stewart-cabrera.com,772.942.0954,Ray-Smith
